疾病病种,发病数,死亡数,date,year,month,url
白喉,1.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
新生儿破伤风,1.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
猩红热,121.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
布鲁氏菌病,8.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
淋病,257.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
梅毒,2192.0,1.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
钩端螺旋体病,4.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
血吸虫病,0.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
疟疾,27.0,1.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
人感染h7n9禽流感,0.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
丙类传染病合计,14760.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
流行性感冒,402.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
流行性腮腺炎,779.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
风疹,4.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
急性出血性结膜炎,54.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
麻风病,3.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
斑疹伤寒,15.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
黑热病,0.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
包虫病,111.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
丝虫病,0.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
其他感染性腹泻病,2057.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
手足口病,11335.0,0.0,2016-10,2016,10,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/11/10/77cea356a5274ac7a1d75b00b137aa3e.shtml
甲乙丙类总计,31996.0,302.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
甲乙类传染病合计,15234.0,301.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
鼠疫,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
霍乱,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
传染性非典型肺炎,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
艾滋病,1217.0,282.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
病毒性肝炎*,5162.0,1.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
甲型肝炎,163.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
乙型肝炎,3884.0,1.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
丙型肝炎,947.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
丁型肝炎,2.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
戊型肝炎,88.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
未分型肝炎,78.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
脊髓灰质炎,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
人感染高致病性禽流感,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
麻疹,87.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
流行性出血热,9.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
狂犬病,1.0,1.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
流行性乙型脑炎,2.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
登革热,5.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
炭疽,4.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
细菌性和阿米巴性痢疾,312.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
肺结核,5787.0,17.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
伤寒和副伤寒,22.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
流行性脑脊髓膜炎,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
百日咳,12.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
白喉,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
新生儿破伤风,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
猩红热,150.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
布鲁氏菌病,3.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
淋病,270.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
梅毒,2154.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
钩端螺旋体病,21.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
血吸虫病,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
疟疾,16.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
人感染H7N9禽流感,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
丙类传染病合计,16762.0,1.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
流行性感冒,529.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
流行性腮腺炎,822.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
风疹,5.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
急性出血性结膜炎,43.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
麻风病,7.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
斑疹伤寒,24.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
黑热病,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
包虫病,177.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
丝虫病,0.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
其他感染性腹泻病,1694.0,0.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
手足口病,13461.0,1.0,2016-11,2016,11,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/12/8/0f7da0337852426fae67b92ecc79969c.shtml
甲乙丙类总计,31248.0,248.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
甲乙类传染病合计,16461.0,247.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
鼠疫,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
霍乱,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
传染性非典型肺炎,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
艾滋病,1423.0,235.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
病毒性肝炎*,5902.0,3.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
甲型肝炎,141.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
乙型肝炎,4501.0,3.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
丙型肝炎,1042.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
丁型肝炎,5.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
戊型肝炎,114.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
未分型肝炎,99.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
脊髓灰质炎,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
人感染高致病性禽流感,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
麻疹,150.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
流行性出血热,12.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
狂犬病,2.0,1.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
流行性乙型脑炎,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
登革热,2.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
炭疽,10.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
细菌性和阿米巴性痢疾,294.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
肺结核,6152.0,7.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
伤寒和副伤寒,20.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
流行性脑脊髓膜炎,2.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
百日咳,11.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
白喉,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
新生儿破伤风,2.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
猩红热,186.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
布鲁氏菌病,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
淋病,245.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
梅毒,2019.0,1.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
钩端螺旋体病,7.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
血吸虫病,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
疟疾,22.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
人感染H7N9禽流感,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
丙类传染病合计,14787.0,1.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
流行性感冒,277.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
流行性腮腺炎,750.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
风疹,8.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
急性出血性结膜炎,36.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
麻风病,11.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
斑疹伤寒,10.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
黑热病,1.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
包虫病,196.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
丝虫病,0.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
其他感染性腹泻病,2709.0,0.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
手足口病,10789.0,1.0,2016-12,2016,12,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2017/1/11/4c0d9ea5465044dd94f880d3932bb578.shtml
甲乙丙类总计,32306.0,204.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
甲乙类传染病合计,15732.0,201.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
鼠疫,0.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
霍乱,0.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
传染性非典型肺炎,0.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
艾滋病,732.0,188.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
病毒性肝炎*,5291.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
甲型肝炎,203.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
乙型肝炎,3973.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
丙型肝炎,918.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
丁型肝炎,1.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
戊型肝炎,107.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
未分型肝炎,89.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
脊髓灰质炎,0.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
人感染高致病性禽流感,0.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
麻疹,59.0,0.0,2016-6,2016,6,http://wsjkw.sc.gov.cn/scwsjkw/gggs/2016/7/12/c3b91182384e47dbb73ebbd1de0edbae.shtml
