疾病病种,发病数,死亡数,date,year,month,url
细菌性和阿米巴性痢疾,41.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
肺结核,984.0,3.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
伤寒+副伤寒,4.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
流行性脑脊髓膜炎,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
百日咳,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
白喉,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
新生儿破伤风,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
猩红热,33.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
布病,187.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
淋病,50.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
梅毒,1234.0,1.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
钩端螺旋体病,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
血吸虫病,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
疟疾,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
人感染H7N9禽流感,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
新型冠状病毒肺炎,24.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
丙类传染病合计,820.0,1.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
流行性感冒,64.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
流行性腮腺炎,162.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
风疹,5.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
急性出血性结膜炎,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
麻风病,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
斑疹伤寒,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
黑热病,1.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
包虫病,78.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
丝虫病,0.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
其他感染性腹泻病,478.0,1.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
手足口病,32.0,0.0,2020-11,2020,11,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202012/0bc2c4bf168b4382bfee220c49230fb5.shtml
甲乙丙类总计,7176.0,87.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
甲乙类总计,6080.0,87.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
鼠疫,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
霍乱,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
传染性非典型肺炎,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
艾滋病,72.0,83.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
病毒性肝炎,2823.0,2.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
甲肝,24.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
乙肝,2182.0,2.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
丙肝,593.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
丁肝,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
戊肝,18.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
肝炎（未分型）,6.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
脊髓灰质炎,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
人感染高致病性禽流感,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
麻疹,1.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
出血热,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
狂犬病,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
流行性乙型脑炎,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
登革热,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
炭疽,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
细菌性和阿米巴性痢疾,36.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
肺结核,1077.0,1.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
伤寒+副伤寒,2.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
流行性脑脊髓膜炎,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
百日咳,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
白喉,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
新生儿破伤风,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
猩红热,28.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
布病,193.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
淋病,73.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
梅毒,1774.0,1.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
钩端螺旋体病,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
血吸虫病,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
疟疾,1.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
人感染H7N9禽流感,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
新型冠状病毒肺炎,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
丙类传染病合计,1098.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
流行性感冒,89.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
流行性腮腺炎,196.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
风疹,2.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
急性出血性结膜炎,1.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
麻风病,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
斑疹伤寒,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
黑热病,3.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
包虫病,104.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
丝虫病,0.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
其他感染性腹泻病,694.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
手足口病,9.0,0.0,2020-12,2020,12,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202101/ae4c7405095549afb2e9d084be8e082c.shtml
甲乙丙类总计,9742.0,61.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
甲乙类总计,8085.0,61.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
鼠疫,0.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
霍乱,0.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
传染性非典型肺炎,0.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
艾滋病,125.0,46.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
病毒性肝炎,2833.0,1.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
甲肝,29.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
乙肝,2225.0,1.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
丙肝,562.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
丁肝,0.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
戊肝,14.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
肝炎（未分型）,3.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
脊髓灰质炎,0.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
人感染高致病性禽流感,0.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
麻疹,2.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
出血热,0.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
狂犬病,0.0,0.0,2020-7,2020,7,https://wjw.xinjiang.gov.cn//hfpc/jbjcypj/202008/d2e1beb0a4134742add0ca42d14be96c.shtml
