疾病病种,发病数,死亡数,date,year,month,url
梅毒,12566.0,6.0,2005-12,2005,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943706.html
钩体病,42.0,0.0,2005-12,2005,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943706.html
血吸虫病,286.0,0.0,2005-12,2005,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943706.html
疟疾,1804.0,2.0,2005-12,2005,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943706.html
2008年10月广东省法定甲、乙类报告传染病发病、死亡统计表,,,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
合计,22008.0,89.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
鼠疫,0.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
霍乱,1.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
传染性非典型肺炎,0.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
艾滋病,90.0,27.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
病毒性肝炎,4865.0,5.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
甲肝,136.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
乙肝,3144.0,3.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
丙肝,1068.0,1.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
戊肝,146.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
肝炎（未分型）,371.0,1.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
脊髓灰质炎,0.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
人感染高致病性禽流感,0.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
麻疹,410.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
出血热,16.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
狂犬病,39.0,33.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
流行性乙型脑炎,8.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
登革热,26.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
炭疽,0.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
细菌性和阿米巴性痢疾,908.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
肺结核,10270.0,14.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
伤寒+副伤寒,142.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
流行性脑脊髓膜炎,0.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
百日咳,1.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
白喉,0.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
新生儿破伤风,52.0,7.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
猩红热,8.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
布病,2.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
淋病,1827.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
梅毒,3324.0,3.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
钩端螺旋体病,6.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
血吸虫病,0.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
疟疾,13.0,0.0,2008-10,2008,10,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943728.html
2008年11月广东省法定甲、乙类报告传染病发病、死亡统计表,,,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
合计,19154.0,68.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
鼠疫,0.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
霍乱,2.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
传染性非典型肺炎,0.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
艾滋病,92.0,9.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
病毒性肝炎,4245.0,5.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
甲肝,149.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
乙肝,2615.0,4.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
丙肝,988.0,1.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
戊肝,127.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
肝炎（未分型）,366.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
脊髓灰质炎,0.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
人感染高致病性禽流感,0.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
麻疹,246.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
出血热,10.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
狂犬病,27.0,32.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
流行性乙型脑炎,4.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
登革热,41.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
炭疽,0.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
细菌性和阿米巴性痢疾,677.0,1.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
肺结核,9201.0,15.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
伤寒+副伤寒,117.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
流行性脑脊髓膜炎,0.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
百日咳,2.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
白喉,0.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
新生儿破伤风,35.0,3.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
猩红热,11.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
布病,1.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
淋病,1650.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
梅毒,2785.0,2.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
钩端螺旋体病,2.0,1.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
血吸虫病,0.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
疟疾,6.0,0.0,2008-11,2008,11,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943730.html
2008年12月广东省法定甲、乙类报告传染病发病、死亡统计表,,,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
合计,20578.0,90.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
鼠疫,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
霍乱,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
传染性非典型肺炎,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
艾滋病,134.0,23.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
病毒性肝炎,4340.0,5.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
甲肝,173.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
乙肝,2664.0,1.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
丙肝,998.0,2.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
戊肝,154.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
肝炎（未分型）,351.0,2.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
脊髓灰质炎,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
人感染高致病性禽流感,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
麻疹,447.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
出血热,26.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
狂犬病,26.0,34.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
流行性乙型脑炎,0.0,1.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
登革热,5.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
炭疽,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
细菌性和阿米巴性痢疾,600.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
肺结核,9752.0,25.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
伤寒+副伤寒,133.0,1.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
流行性脑脊髓膜炎,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
百日咳,7.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
白喉,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
新生儿破伤风,23.0,1.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
猩红热,35.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
布病,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
淋病,1878.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
梅毒,3148.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
钩端螺旋体病,8.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
血吸虫病,0.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
疟疾,16.0,0.0,2008-12,2008,12,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943731.html
2008年5月广东省法定甲、乙类报告传染病发病、死亡统计表,,,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
合计,25479.0,71.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
鼠疫,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
霍乱,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
传染性非典型肺炎,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
艾滋病,191.0,26.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
病毒性肝炎,4871.0,2.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
甲肝,185.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
乙肝,3157.0,2.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
丙肝,976.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
戊肝,203.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
肝炎（未分型）,350.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
脊髓灰质炎,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
人感染高致病性禽流感,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
麻疹,3148.0,1.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
出血热,20.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
狂犬病,30.0,27.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
流行性乙型脑炎,3.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
登革热,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
炭疽,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
细菌性和阿米巴性痢疾,833.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
肺结核,11490.0,11.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
伤寒+副伤寒,168.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
流行性脑脊髓膜炎,1.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
百日咳,5.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
白喉,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
新生儿破伤风,32.0,3.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
猩红热,47.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
布病,5.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
淋病,1723.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
梅毒,2886.0,1.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
钩端螺旋体病,10.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
血吸虫病,0.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
疟疾,16.0,0.0,2008-5,2008,5,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943717.html
附表2008年6月广东省法定甲、乙类报告传染病发病、死亡统计表,,,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
合计,23139.0,68.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
鼠疫,0.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
霍乱,0.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
传染性非典型肺炎,0.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
艾滋病,136.0,27.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
病毒性肝炎,4597.0,4.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
甲肝,188.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
乙肝,2986.0,2.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
丙肝,923.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
戊肝,195.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
肝炎（未分型）,305.0,2.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
脊髓灰质炎,0.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
人感染高致病性禽流感,0.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
麻疹,2576.0,2.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
出血热,15.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
狂犬病,19.0,19.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
流行性乙型脑炎,44.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
登革热,1.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
炭疽,0.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
细菌性和阿米巴性痢疾,852.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
肺结核,10205.0,13.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
伤寒+副伤寒,178.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
流行性脑脊髓膜炎,0.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
百日咳,3.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
白喉,0.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
新生儿破伤风,36.0,2.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
猩红热,34.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
布病,6.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
淋病,1568.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
梅毒,2851.0,1.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
钩端螺旋体病,8.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
血吸虫病,1.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
疟疾,9.0,0.0,2008-6,2008,6,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943719.html
合计,23837.0,76.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
鼠疫,0.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
霍乱,0.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
传染性非典型肺炎,0.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
艾滋病,117.0,21.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
病毒性肝炎,4808.0,3.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
甲肝,164.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
乙肝,3218.0,1.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
丙肝,941.0,2.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
戊肝,144.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
肝炎（未分型）,341.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
脊髓灰质炎,0.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
人感染高致病性禽流感,0.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
麻疹,1901.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
出血热,13.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
狂犬病,36.0,32.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
流行性乙型脑炎,25.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
登革热,1.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
炭疽,0.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
细菌性和阿米巴性痢疾,873.0,0.0,2008-7,2008,7,http://wsjkw.gd.gov.cn/zwyw_yqxx/content/post_1943721.html
