疾病病种,发病数,死亡数,date,year,month,url
猩红热,113.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
布病,95.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
淋病,226.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
梅毒,2225.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
钩体病,0.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
血吸虫病,0.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
疟疾,14.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
丙类传染病合计,7442.0,2.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
流行性感冒,1632.0,1.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
流行性腮腺炎,1836.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
风疹,22.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
急性出血性结膜炎,83.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
麻风病,0.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
斑疹伤寒,0.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
黑热病,0.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
包虫病,0.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
丝虫病,0.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
其它感染性腹泻病,1831.0,0.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
手足口病,2038.0,1.0,2009-1,2009,1,http://wsjkw.henan.gov.cn/2009/02-05/1270027.html
甲乙丙类总计,29604.0,105.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
甲乙类传染病合计,22162.0,103.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
鼠疫,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
霍乱,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
传染性非典,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
艾滋病,132.0,86.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
病毒性肝炎,12327.0,2.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
甲型肝炎,125.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
乙型肝炎,8503.0,2.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
丙型肝炎,3571.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
戊型肝炎,67.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
肝炎未分型,61.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
脊灰,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
人禽流感,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
甲型H1N1流感,105.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
麻疹,50.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
出血热,10.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
狂犬病,7.0,8.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
乙脑,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
登革热,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
炭疽,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
细菌性和阿米巴性痢疾,670.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
肺结核,6181.0,7.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
伤寒和副伤寒,4.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
流脑,2.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
百日咳,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
白喉,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
新生儿破伤风,1.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
猩红热,113.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
布病,95.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
淋病,226.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
梅毒,2225.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
钩体病,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
血吸虫病,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
疟疾,14.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
丙类传染病合计,7442.0,2.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
流行性感冒,1632.0,1.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
流行性腮腺炎,1836.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
风疹,22.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
急性出血性结膜炎,83.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
麻风病,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
斑疹伤寒,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
黑热病,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
包虫病,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
丝虫病,0.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
其它感染性腹泻病,1831.0,0.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
手足口病,2038.0,1.0,2009-10,2009,10,http://wsjkw.henan.gov.cn/2009/12-02/1270036.html
甲乙丙类总计,29604.0,105.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
甲乙类传染病合计,22162.0,103.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
鼠疫,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
霍乱,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
传染性非典,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
艾滋病,132.0,86.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
病毒性肝炎,12327.0,2.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
甲型肝炎,125.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
乙型肝炎,8503.0,2.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
丙型肝炎,3571.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
戊型肝炎,67.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
肝炎未分型,61.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
脊灰,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
人禽流感,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
甲型H1N1流感,105.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
麻疹,50.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
出血热,10.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
狂犬病,7.0,8.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
乙脑,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
登革热,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
炭疽,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
细菌性和阿米巴性痢疾,670.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
肺结核,6181.0,7.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
伤寒和副伤寒,4.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
流脑,2.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
百日咳,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
白喉,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
新生儿破伤风,1.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
猩红热,113.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
布病,95.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
淋病,226.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
梅毒,2225.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
钩体病,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
血吸虫病,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
疟疾,14.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
丙类传染病合计,7442.0,2.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
流行性感冒,1632.0,1.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
流行性腮腺炎,1836.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
风疹,22.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
急性出血性结膜炎,83.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
麻风病,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
斑疹伤寒,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
黑热病,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
包虫病,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
丝虫病,0.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
其它感染性腹泻病,1831.0,0.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
手足口病,2038.0,1.0,2009-2,2009,2,http://wsjkw.henan.gov.cn/2009/03-04/1270028.html
甲乙丙类总计,29604.0,105.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
甲乙类传染病合计,22162.0,103.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
鼠疫,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
霍乱,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
传染性非典,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
艾滋病,132.0,86.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
病毒性肝炎,12327.0,2.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
甲型肝炎,125.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
乙型肝炎,8503.0,2.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
丙型肝炎,3571.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
戊型肝炎,67.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
肝炎未分型,61.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
脊灰,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
人禽流感,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
甲型H1N1流感,105.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
麻疹,50.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
出血热,10.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
狂犬病,7.0,8.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
乙脑,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
登革热,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
炭疽,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
细菌性和阿米巴性痢疾,670.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
肺结核,6181.0,7.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
伤寒和副伤寒,4.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
流脑,2.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
百日咳,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
白喉,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
新生儿破伤风,1.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
猩红热,113.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
布病,95.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
淋病,226.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
梅毒,2225.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
钩体病,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
血吸虫病,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
疟疾,14.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
丙类传染病合计,7442.0,2.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
流行性感冒,1632.0,1.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
流行性腮腺炎,1836.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
风疹,22.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
急性出血性结膜炎,83.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
麻风病,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
斑疹伤寒,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
黑热病,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
包虫病,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
丝虫病,0.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
其它感染性腹泻病,1831.0,0.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
手足口病,2038.0,1.0,2009-3,2009,3,http://wsjkw.henan.gov.cn/2009/04-03/1270029.html
甲乙丙类总计,29604.0,105.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
甲乙类传染病合计,22162.0,103.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
鼠疫,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
霍乱,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
传染性非典,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
艾滋病,132.0,86.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
病毒性肝炎,12327.0,2.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
甲型肝炎,125.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
乙型肝炎,8503.0,2.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
丙型肝炎,3571.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
戊型肝炎,67.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
肝炎未分型,61.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
脊灰,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
人禽流感,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
甲型H1N1流感,105.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
麻疹,50.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
出血热,10.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
狂犬病,7.0,8.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
乙脑,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
登革热,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
炭疽,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
细菌性和阿米巴性痢疾,670.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
肺结核,6181.0,7.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
伤寒和副伤寒,4.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
流脑,2.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
百日咳,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
白喉,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
新生儿破伤风,1.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
猩红热,113.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
布病,95.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
淋病,226.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
梅毒,2225.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
钩体病,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
血吸虫病,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
疟疾,14.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
丙类传染病合计,7442.0,2.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
流行性感冒,1632.0,1.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
流行性腮腺炎,1836.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
风疹,22.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
急性出血性结膜炎,83.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
麻风病,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
斑疹伤寒,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
黑热病,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
包虫病,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
丝虫病,0.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
其它感染性腹泻病,1831.0,0.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
手足口病,2038.0,1.0,2009-4,2009,4,http://wsjkw.henan.gov.cn/2009/05-05/1270030.html
甲乙丙类总计,29604.0,105.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
甲乙类传染病合计,22162.0,103.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
鼠疫,0.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
霍乱,0.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
传染性非典,0.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
艾滋病,132.0,86.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
病毒性肝炎,12327.0,2.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
甲型肝炎,125.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
乙型肝炎,8503.0,2.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
丙型肝炎,3571.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
戊型肝炎,67.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
肝炎未分型,61.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
脊灰,0.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
人禽流感,0.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
甲型H1N1流感,105.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
麻疹,50.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
出血热,10.0,0.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
狂犬病,7.0,8.0,2009-5,2009,5,http://wsjkw.henan.gov.cn/2009/06-05/1270031.html
