中文解释,链接,Referer,年份,月份
2020年2月重庆市法定传染病疫情概况,./202112/t20211209_10113332.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_2.html,2020,2
2019年12月重庆市法定传染病疫情概况,./202112/t20211209_10113306.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,12
2019年11月重庆市法定传染病疫情概况,./202112/t20211209_10113288.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,11
2019年10月重庆市法定传染病疫情概况,./202112/t20211209_10113271.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,10
2019年9月重庆市法定传染病疫情概况,./202112/t20211209_10112839.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,9
2019年8月重庆市法定传染病疫情概况,./202112/t20211209_10112826.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,8
2019年7月重庆市法定传染病疫情概况,./202112/t20211209_10112814.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,7
2019年6月重庆市法定传染病疫情概况,./202112/t20211209_10112772.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,6
2019年5月重庆市法定传染病疫情概况,./202112/t20211209_10112748.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,5
2019年4月重庆市法定传染病疫情概况,./202112/t20211209_10112734.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,4
重庆市卫生健康委关于2019年3月重庆市法定传染病疫情的通报,./202112/t20211209_10112698.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,3
重庆市卫生健康委关于2019年2月重庆市法定传染病疫情的通报,./202112/t20211209_10112672.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,2
重庆市卫生健康委关于2019年1月重庆市法定传染病疫情的通报,./202112/t20211209_10112573.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2019,1
重庆市卫生健康委关于2018年12月重庆市法定传染病疫情的通报,./202112/t20211209_10112557.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2018,12
重庆市卫生健康委关于2018年11月重庆市法定传染病疫情的通报,./202112/t20211209_10112530.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2018,11
重庆市卫生健康委关于2018年10月重庆市法定传染病疫情的通报,./202112/t20211209_10112488.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_3.html,2018,10
重庆市卫生计生委关于2018年9月重庆市法定传染病疫情的通报,./202112/t20211209_10112475.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,9
重庆市卫生计生委关于2018年8月重庆市法定传染病疫情的通报,./202112/t20211209_10112446.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,8
重庆市卫生计生委关于2018年6月重庆市法定传染病疫情的通报,./202112/t20211209_10112419.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,6
重庆市卫生计生委关于2018年7月重庆市法定传染病疫情的通报,./202112/t20211209_10112433.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,7
重庆市卫生计生委关于2018年1月重庆市法定传染病疫情的通报,./202112/t20211209_10112244.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,1
重庆市卫生计生委关于2018年2月重庆市法定传染病疫情的通报,./202112/t20211209_10112253.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,2
重庆市卫生计生委关于2018年3月重庆市法定传染病疫情的通报,./202112/t20211209_10112272.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,3
重庆市卫生计生委关于2018年4月重庆市法定传染病疫情的通报,./202112/t20211209_10112287.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,4
重庆市卫生计生委关于2018年5月重庆市法定传染病疫情的通报,./202112/t20211209_10112341.html,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxxttps://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/index_4.html,2018,5
