疾病病种,发病数,死亡数,date,year,month,url
淋病,223.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
梅毒,2045.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
钩体病,1.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
血吸虫病,0.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
疟疾,1.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
人感染H7N9禽流感,0.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
丙类传染病合计,9178.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
流行性感冒,1634.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
流行性腮腺炎,487.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
风疹,217.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
急性出血性结膜炎,149.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
麻风病,1.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
斑疹伤寒,0.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
黑热病,0.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
包虫病,0.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
丝虫病,0.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
其它感染性腹泻病,2617.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
手足口病,4073.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
水痘,4584.0,0.0,2019-10,2019,10,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113271.html
甲乙丙类总计,27217.0,198.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
甲乙类,7984.0,198.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
鼠疫,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
霍乱,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
传染性非典,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
艾滋病,461.0,190.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
肝炎,2661.0,2.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
甲肝,65.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
乙肝,2050.0,1.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
丙肝,486.0,1.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
丁肝,1.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
戊肝,55.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
肝炎（未分型）,4.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
脊灰,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
人感染高致病性禽流感,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
麻疹,6.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
出血热,1.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
狂犬病,1.0,1.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
乙脑,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
登革热,24.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
炭疽,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
痢疾,223.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
肺结核,2303.0,5.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
伤寒+副伤寒,4.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
流脑,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
百日咳,54.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
白喉,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
新生儿破伤风,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
猩红热,99.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
布病,2.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
淋病,238.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
梅毒,1906.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
钩体病,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
血吸虫病,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
疟疾,1.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
人感染H7N9禽流感,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
丙类传染病合计,19233.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
流行性感冒,8940.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
流行性腮腺炎,544.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
风疹,145.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
急性出血性结膜炎,218.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
麻风病,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
斑疹伤寒,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
黑热病,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
包虫病,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
丝虫病,0.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
其它感染性腹泻病,2107.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
手足口病,7279.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
水痘,7673.0,0.0,2019-11,2019,11,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113288.html
甲乙丙类总计,47874.0,114.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
甲乙类,7712.0,113.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
鼠疫,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
霍乱,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
传染性非典,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
艾滋病,293.0,101.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
肝炎,2618.0,2.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
甲肝,48.0,1.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
乙肝,1972.0,1.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
丙肝,519.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
丁肝,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
戊肝,65.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
肝炎（未分型）,14.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
脊灰,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
人感染高致病性禽流感,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
麻疹,9.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
出血热,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
狂犬病,1.0,1.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
乙脑,1.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
登革热,2.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
炭疽,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
痢疾,211.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
肺结核,2308.0,9.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
伤寒+副伤寒,2.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
流脑,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
百日咳,59.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
白喉,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
新生儿破伤风,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
猩红热,97.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
布病,5.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
淋病,249.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
梅毒,1856.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
钩体病,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
血吸虫病,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
疟疾,1.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
人感染H7N9禽流感,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
丙类传染病合计,40162.0,1.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
流行性感冒,30609.0,1.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
流行性腮腺炎,516.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
风疹,509.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
急性出血性结膜炎,207.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
麻风病,1.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
斑疹伤寒,1.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
黑热病,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
包虫病,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
丝虫病,0.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
其它感染性腹泻病,2347.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
手足口病,5972.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
水痘,6757.0,0.0,2019-12,2019,12,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10113306.html
甲乙丙类总计,18466.0,98.0,2019-3,2019,3,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10112698.html
甲乙类合计,7925.0,95.0,2019-3,2019,3,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10112698.html
鼠疫,0.0,0.0,2019-3,2019,3,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10112698.html
霍乱,0.0,0.0,2019-3,2019,3,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10112698.html
传染性非典型肺炎,0.0,0.0,2019-3,2019,3,https://wsjkw.cq.gov.cn/zwgk_242/wsjklymsxx/ylws_266434/jbfk_266438/yqxx/202112/t20211209_10112698.html
